activity_id,song_id,listen_date,listen_duration
2174,18,2023-06-16 10:15:47.015681,193
2175,50,2023-06-16 10:15:47.015681,34
2176,44,2023-06-16 10:15:47.015681,68
2177,52,2023-06-16 10:15:47.015681,169
2178,39,2023-06-16 10:15:47.015681,245
2179,78,2023-06-16 10:15:47.015681,123
2180,36,2023-06-16 10:15:47.015681,83
2181,69,2023-06-16 10:15:47.015681,106
2182,6,2023-06-16 10:15:47.015681,181
2183,22,2023-06-16 10:15:47.015681,218
2184,89,2023-06-16 10:15:47.015681,253
2185,74,2023-06-16 10:15:47.015681,148
2186,78,2023-06-16 10:15:47.015681,252
2187,2,2023-06-16 10:15:47.015681,207
2188,96,2023-06-16 10:15:47.015681,131
2189,59,2023-06-16 10:15:47.015681,112
2190,89,2023-06-16 10:15:47.015681,35
2191,89,2023-06-16 10:15:47.015681,138
2192,7,2023-06-16 10:15:47.015681,267
2193,83,2023-06-16 10:15:47.015681,37
2194,40,2023-06-16 10:15:47.015681,215
2195,83,2023-06-16 10:15:47.015681,262
2196,23,2023-06-16 10:15:47.015681,164
2197,76,2023-06-16 10:15:47.015681,202
2198,11,2023-06-16 10:15:47.015681,215
2199,51,2023-06-16 10:15:47.015681,192
2200,41,2023-06-16 10:15:47.015681,157
2201,74,2023-10-26 10:15:47.015833,30
2202,48,2023-10-26 10:15:47.015833,203
2203,90,2023-10-26 10:15:47.015833,205
2204,40,2023-10-26 10:15:47.015833,125
2205,1,2023-10-26 10:15:47.015833,120
2206,77,2023-10-26 10:15:47.015833,273
2207,30,2023-10-26 10:15:47.015833,259
2208,54,2023-10-26 10:15:47.015833,298
2209,100,2023-10-26 10:15:47.015833,137
2210,61,2023-10-26 10:15:47.015833,45
2211,28,2023-10-26 10:15:47.015833,122
2212,42,2023-10-26 10:15:47.015833,225
2213,49,2023-10-26 10:15:47.015833,143
2214,14,2023-10-26 10:15:47.015833,297
2215,86,2023-10-26 10:15:47.015833,293
2216,57,2023-10-26 10:15:47.015833,84
2217,29,2023-10-26 10:15:47.015833,49
2218,84,2023-10-26 10:15:47.015833,240
2219,63,2023-10-26 10:15:47.015833,229
2220,3,2023-10-26 10:15:47.015833,96
2221,67,2023-10-26 10:15:47.015833,227
2222,36,2023-10-26 10:15:47.015833,63
2223,31,2023-10-26 10:15:47.015833,187
2224,30,2023-10-26 10:15:47.015833,297
2225,57,2023-10-26 10:15:47.015833,76
2226,75,2023-10-26 10:15:47.015833,240
2227,69,2023-10-26 10:15:47.015833,205
2228,79,2023-10-26 10:15:47.015833,162
2229,45,2023-10-26 10:15:47.015833,55
2230,27,2023-10-26 10:15:47.015833,279
2231,7,2023-10-26 10:15:47.015833,248
2232,9,2023-10-26 10:15:47.015833,232
2233,3,2023-10-26 10:15:47.015833,187
2234,68,2023-10-26 10:15:47.015833,181
2235,32,2023-10-26 10:15:47.015833,98
2236,60,2023-10-26 10:15:47.015833,277
2237,5,2023-10-26 10:15:47.015833,141
2238,90,2023-10-26 10:15:47.015833,140
2239,28,2023-10-26 10:15:47.015833,119
2240,91,2023-10-26 10:15:47.015833,230
2241,29,2023-10-26 10:15:47.015833,162
2242,21,2023-10-26 10:15:47.015833,51
2243,18,2023-10-26 10:15:47.015833,207
2244,22,2023-10-26 10:15:47.015833,263
2245,1,2023-10-26 10:15:47.015833,110
2246,91,2023-10-26 10:15:47.015833,196
2247,32,2023-10-26 10:15:47.015833,86
2248,8,2023-10-26 10:15:47.015833,110
2249,92,2023-10-26 10:15:47.015833,136
2250,64,2023-10-26 10:15:47.015833,73
2251,84,2023-10-26 10:15:47.015833,72
2252,22,2023-10-26 10:15:47.015833,148
2253,61,2023-10-26 10:15:47.015833,212
2254,4,2023-10-26 10:15:47.015833,211
2255,63,2023-10-26 10:15:47.015833,150
2256,56,2023-10-26 10:15:47.015833,266
2257,75,2023-10-26 10:15:47.015833,110
2258,86,2023-10-26 10:15:47.015833,198
2259,92,2023-10-26 10:15:47.015833,230
2260,92,2023-10-26 10:15:47.015833,238
2261,43,2023-10-26 10:15:47.015833,232
2262,21,2023-10-26 10:15:47.015833,49
2263,45,2023-10-26 10:15:47.015833,162
2264,70,2023-10-26 10:15:47.015833,54
2265,50,2023-10-26 10:15:47.015833,238
2266,59,2023-10-26 10:15:47.015833,220
2267,42,2023-10-26 10:15:47.015833,300
2268,55,2023-10-26 10:15:47.015833,243
2269,21,2023-10-26 10:15:47.015833,192
2270,77,2023-10-26 10:15:47.015833,297
2271,84,2023-10-26 10:15:47.015833,82
2272,73,2023-10-26 10:15:47.015833,140
2273,39,2023-10-26 10:15:47.015833,280
2274,12,2023-10-26 10:15:47.015833,159
2275,87,2023-10-26 10:15:47.015833,206
2276,89,2023-10-26 10:15:47.015833,251
2277,77,2023-10-26 10:15:47.015833,130
2278,88,2023-10-26 10:15:47.015833,166
2279,52,2023-10-26 10:15:47.015833,183
2280,58,2023-10-31 10:15:47.016010,269
2281,57,2023-10-31 10:15:47.016010,281
2282,86,2023-10-31 10:15:47.016010,205
2283,3,2023-10-31 10:15:47.016010,283
2284,8,2023-10-31 10:15:47.016010,185
2285,12,2023-10-31 10:15:47.016010,261
2286,82,2023-10-31 10:15:47.016010,257
2287,64,2023-10-31 10:15:47.016010,264
2288,53,2023-10-31 10:15:47.016010,36
2289,17,2023-10-31 10:15:47.016010,99
2290,30,2023-10-31 10:15:47.016010,113
2291,32,2023-10-31 10:15:47.016010,205
2292,58,2023-10-31 10:15:47.016010,49
2293,16,2023-10-31 10:15:47.016010,200
2294,50,2023-10-31 10:15:47.016010,255
2295,62,2023-10-31 10:15:47.016010,128
2296,17,2023-10-31 10:15:47.016010,62
2297,3,2023-10-31 10:15:47.016010,58
2298,17,2023-10-31 10:15:47.016010,226
2299,93,2023-10-31 10:15:47.016010,171
2300,73,2023-10-31 10:15:47.016010,44
2301,2,2023-10-31 10:15:47.016010,80
2302,23,2023-10-31 10:15:47.016010,165
2303,23,2023-10-31 10:15:47.016010,211
2304,82,2023-10-31 10:15:47.016010,187
2305,16,2023-10-31 10:15:47.016010,111
2306,77,2023-10-31 10:15:47.016010,218
2307,36,2023-10-31 10:15:47.016010,42
2308,47,2023-10-31 10:15:47.016010,288
2309,90,2023-10-31 10:15:47.016010,206
2310,26,2023-10-31 10:15:47.016010,249
2311,53,2023-10-31 10:15:47.016010,59
2312,87,2023-10-31 10:15:47.016010,56
2313,28,2023-10-31 10:15:47.016010,155
2314,32,2023-10-31 10:15:47.016010,193
2315,43,2023-10-31 10:15:47.016010,32
2316,38,2023-10-31 10:15:47.016010,163
2317,87,2023-10-31 10:15:47.016010,168
2318,92,2023-10-31 10:15:47.016010,125
2319,16,2023-10-31 10:15:47.016010,160
2320,9,2023-10-31 10:15:47.016010,230
2321,5,2023-10-31 10:15:47.016010,212
2322,57,2023-10-31 10:15:47.016010,280
2323,39,2023-10-31 10:15:47.016010,161
2324,92,2023-10-31 10:15:47.016010,202
2325,16,2023-10-31 10:15:47.016010,283
2326,80,2023-10-31 10:15:47.016010,170
2327,69,2023-10-31 10:15:47.016010,100
2328,55,2023-10-31 10:15:47.016010,189
2329,8,2023-04-26 10:15:47.016114,188
2330,12,2023-04-26 10:15:47.016114,264
2331,84,2023-04-26 10:15:47.016114,295
2332,42,2023-04-26 10:15:47.016114,203
2333,6,2023-04-26 10:15:47.016114,44
2334,18,2023-04-26 10:15:47.016114,289
2335,49,2023-04-26 10:15:47.016114,144
2336,95,2023-04-26 10:15:47.016114,197
2337,82,2023-04-26 10:15:47.016114,44
2338,92,2023-04-26 10:15:47.016114,102
2339,29,2023-04-26 10:15:47.016114,58
2340,46,2023-04-26 10:15:47.016114,266
2341,59,2023-04-26 10:15:47.016114,218
2342,27,2023-04-26 10:15:47.016114,128
2343,8,2023-04-26 10:15:47.016114,55
2344,51,2023-04-26 10:15:47.016114,117
2345,57,2023-04-26 10:15:47.016114,97
2346,44,2023-04-26 10:15:47.016114,181
2347,65,2023-04-26 10:15:47.016114,140
2348,100,2023-04-26 10:15:47.016114,89
2349,45,2023-04-26 10:15:47.016114,93
2350,25,2023-04-26 10:15:47.016114,273
2351,39,2023-04-26 10:15:47.016114,160
2352,66,2023-04-26 10:15:47.016114,152
2353,47,2023-04-26 10:15:47.016114,218
2354,49,2023-04-26 10:15:47.016114,103
2355,18,2023-04-26 10:15:47.016114,91
2356,20,2023-04-26 10:15:47.016114,242
2357,87,2023-04-26 10:15:47.016114,253
2358,2,2023-04-26 10:15:47.016114,120
2359,92,2023-04-26 10:15:47.016114,42
2360,46,2023-04-26 10:15:47.016114,297
2361,73,2023-04-26 10:15:47.016114,215
2362,63,2023-04-26 10:15:47.016114,100
2363,25,2023-04-26 10:15:47.016114,151
2364,9,2023-04-26 10:15:47.016114,74
2365,47,2023-04-26 10:15:47.016114,196
2366,41,2023-04-26 10:15:47.016114,126
2367,5,2023-04-26 10:15:47.016114,185
2368,45,2023-04-26 10:15:47.016114,256
2369,82,2023-04-26 10:15:47.016114,265
2370,8,2023-04-26 10:15:47.016114,201
2371,11,2023-04-26 10:15:47.016114,33
2372,5,2023-04-26 10:15:47.016114,202
2373,30,2023-04-26 10:15:47.016114,141
2374,84,2023-04-26 10:15:47.016114,65
2375,78,2023-04-26 10:15:47.016114,211
2376,51,2023-04-26 10:15:47.016114,138
2377,47,2023-04-26 10:15:47.016114,72
2378,92,2023-04-26 10:15:47.016114,153
2379,85,2023-04-26 10:15:47.016114,139
2380,26,2023-04-26 10:15:47.016114,207
2381,30,2023-04-26 10:15:47.016114,54
2382,92,2023-04-26 10:15:47.016114,128
2383,18,2023-04-26 10:15:47.016114,171
2384,13,2023-04-26 10:15:47.016114,129
2385,68,2023-04-26 10:15:47.016114,249
2386,25,2023-04-26 10:15:47.016114,60
2387,82,2023-04-26 10:15:47.016114,255
2388,56,2023-04-26 10:15:47.016114,213
2389,85,2023-04-26 10:15:47.016114,48
2390,5,2023-04-26 10:15:47.016114,49
2391,19,2023-04-26 10:15:47.016114,148
2392,16,2023-04-26 10:15:47.016114,197
2393,83,2023-04-26 10:15:47.016114,210
2394,77,2023-04-26 10:15:47.016114,158
2395,96,2023-04-26 10:15:47.016114,249
2396,35,2023-04-26 10:15:47.016114,187
2397,68,2023-04-26 10:15:47.016114,242
2398,70,2023-04-26 10:15:47.016114,108
2399,6,2023-04-26 10:15:47.016114,77
2400,86,2023-04-26 10:15:47.016114,143
2401,1,2023-04-26 10:15:47.016114,91
2402,16,2023-04-26 10:15:47.016114,245
2403,10,2023-04-26 10:15:47.016114,125
2404,59,2023-04-26 10:15:47.016114,188
2405,80,2023-04-26 10:15:47.016114,63
2406,57,2023-04-26 10:15:47.016114,208
2407,76,2023-04-26 10:15:47.016114,122
2408,23,2023-04-26 10:15:47.016114,156
2409,69,2023-04-26 10:15:47.016114,278
2410,73,2023-04-26 10:15:47.016114,187
2411,97,2023-04-26 10:15:47.016114,294
2412,9,2023-04-26 10:15:47.016114,229
2413,13,2023-04-26 10:15:47.016114,281
2414,6,2023-04-26 10:15:47.016114,143
2415,99,2023-04-26 10:15:47.016114,93
2416,46,2023-04-26 10:15:47.016114,225
2417,97,2023-04-26 10:15:47.016114,90
2418,18,2023-04-26 10:15:47.016114,84
2419,94,2023-04-26 10:15:47.016114,169
2420,21,2023-04-26 10:15:47.016114,208
2421,18,2023-08-17 10:15:47.016312,123
2422,81,2023-08-17 10:15:47.016312,234
2423,84,2023-08-17 10:15:47.016312,129
2424,77,2023-08-17 10:15:47.016312,117
2425,29,2023-08-17 10:15:47.016312,188
2426,71,2023-08-17 10:15:47.016312,187
2427,34,2023-08-17 10:15:47.016312,258
2428,77,2023-08-17 10:15:47.016312,83
2429,33,2023-08-17 10:15:47.016312,248
2430,83,2023-08-17 10:15:47.016312,187
2431,13,2023-08-17 10:15:47.016312,161
2432,97,2023-08-17 10:15:47.016312,44
2433,46,2023-08-17 10:15:47.016312,241
2434,12,2023-08-17 10:15:47.016312,31
2435,99,2023-08-17 10:15:47.016312,152
2436,21,2023-08-17 10:15:47.016312,42
2437,99,2023-08-17 10:15:47.016312,170
2438,74,2023-08-17 10:15:47.016312,231
2439,31,2023-08-17 10:15:47.016312,177
2440,56,2023-08-17 10:15:47.016312,233
2441,65,2023-08-17 10:15:47.016312,180
2442,34,2023-08-17 10:15:47.016312,256
2443,60,2023-08-17 10:15:47.016312,289
2444,7,2023-08-17 10:15:47.016312,253
2445,43,2023-08-17 10:15:47.016312,258
2446,68,2023-08-17 10:15:47.016312,92
2447,71,2023-08-17 10:15:47.016312,259
2448,51,2023-08-17 10:15:47.016312,86
2449,24,2023-08-17 10:15:47.016312,94
2450,74,2023-08-17 10:15:47.016312,291
2451,57,2023-08-17 10:15:47.016312,35
2452,59,2023-08-17 10:15:47.016312,260
2453,45,2023-08-17 10:15:47.016312,209
2454,13,2023-08-17 10:15:47.016312,286
2455,60,2023-08-17 10:15:47.016312,248
2456,53,2023-08-17 10:15:47.016312,85
2457,62,2023-08-17 10:15:47.016312,210
2458,76,2023-08-17 10:15:47.016312,212
2459,35,2023-08-17 10:15:47.016312,132
2460,57,2023-08-17 10:15:47.016312,186
2461,1,2023-08-17 10:15:47.016312,251
2462,68,2023-08-17 10:15:47.016312,210
2463,49,2023-08-17 10:15:47.016312,259
2464,73,2023-08-17 10:15:47.016312,238
2465,11,2023-08-17 10:15:47.016312,74
2466,40,2023-08-17 10:15:47.016312,207
2467,50,2023-06-15 10:15:47.016625,86
2468,6,2023-06-15 10:15:47.016625,64
2469,75,2023-06-15 10:15:47.016625,45
2470,80,2023-06-15 10:15:47.016625,282
2471,49,2023-06-15 10:15:47.016625,164
2472,67,2023-06-15 10:15:47.016625,283
2473,21,2023-06-15 10:15:47.016625,98
2474,57,2023-06-15 10:15:47.016625,285
2475,41,2023-06-15 10:15:47.016625,123
2476,2,2023-06-15 10:15:47.016625,145
2477,43,2023-06-15 10:15:47.016625,196
2478,65,2023-06-15 10:15:47.016625,33
2479,97,2023-06-15 10:15:47.016625,246
2480,42,2023-06-15 10:15:47.016625,86
2481,14,2023-06-15 10:15:47.016625,244
2482,79,2023-06-15 10:15:47.016625,58
2483,90,2023-06-15 10:15:47.016625,38
2484,65,2023-06-15 10:15:47.016625,174
2485,28,2023-06-15 10:15:47.016625,211
2486,71,2023-06-15 10:15:47.016625,47
2487,19,2023-06-15 10:15:47.016625,183
2488,88,2023-06-15 10:15:47.016625,136
2489,46,2023-06-15 10:15:47.016625,147
2490,48,2023-06-15 10:15:47.016625,155
2491,11,2023-06-15 10:15:47.016625,45
2492,1,2023-06-15 10:15:47.016625,272
2493,55,2023-06-15 10:15:47.016625,210
2494,22,2023-06-15 10:15:47.016625,58
2495,94,2023-06-15 10:15:47.016625,115
2496,83,2023-06-15 10:15:47.016625,143
2497,90,2023-06-15 10:15:47.016625,167
2498,35,2023-06-15 10:15:47.016625,106
2499,27,2023-06-15 10:15:47.016625,198
2500,89,2023-06-15 10:15:47.016625,241
2501,7,2023-06-15 10:15:47.016625,145
2502,51,2023-06-15 10:15:47.016625,193
2503,93,2023-06-15 10:15:47.016625,184
2504,63,2023-06-15 10:15:47.016625,294
2505,43,2023-06-15 10:15:47.016625,260
2506,55,2023-06-15 10:15:47.016625,182
2507,66,2023-06-15 10:15:47.016625,93
2508,23,2023-06-15 10:15:47.016625,190
2509,50,2023-06-15 10:15:47.016625,274
2510,42,2023-06-15 10:15:47.016625,118
2511,85,2023-06-15 10:15:47.016625,239
2512,68,2023-06-15 10:15:47.016625,276
2513,18,2023-06-15 10:15:47.016625,114
2514,15,2023-06-15 10:15:47.016625,296
2515,65,2023-06-15 10:15:47.016625,192
2516,77,2023-06-15 10:15:47.016625,288
2517,52,2023-06-15 10:15:47.016625,247
2518,14,2023-06-15 10:15:47.016625,293
2519,3,2023-06-15 10:15:47.016625,214
2520,99,2023-06-15 10:15:47.016625,54
2521,65,2023-06-15 10:15:47.016625,242
2522,67,2023-06-15 10:15:47.016625,229
2523,55,2023-06-15 10:15:47.016625,194
2524,47,2023-06-15 10:15:47.016625,80
2525,46,2023-06-15 10:15:47.016625,227
2526,43,2023-06-15 10:15:47.016625,275
2527,90,2023-06-15 10:15:47.016625,42
2528,75,2023-06-15 10:15:47.016625,129
2529,25,2023-06-15 10:15:47.016625,178
2530,79,2023-06-15 10:15:47.016625,278
2531,88,2023-06-15 10:15:47.016625,286
2532,22,2023-06-15 10:15:47.016625,191
2533,12,2023-06-15 10:15:47.016625,173
2534,46,2023-06-15 10:15:47.016625,128
2535,81,2023-06-15 10:15:47.016625,227
2536,69,2023-06-15 10:15:47.016625,296
2537,97,2023-06-15 10:15:47.016625,188
2538,89,2023-06-15 10:15:47.016625,299
2539,42,2023-06-15 10:15:47.016625,267
2540,17,2023-06-15 10:15:47.016625,57
2541,95,2023-06-15 10:15:47.016625,254
2542,65,2023-06-15 10:15:47.016625,193
2543,86,2023-06-15 10:15:47.016625,256
2544,95,2023-06-15 10:15:47.016625,154
2545,79,2023-06-15 10:15:47.016625,214
2546,24,2023-06-15 10:15:47.016625,65
2547,20,2023-06-15 10:15:47.016625,78
2548,91,2023-06-15 10:15:47.016625,68
2549,55,2023-06-15 10:15:47.016625,55
2550,89,2023-06-15 10:15:47.016625,216
2551,83,2023-09-21 10:15:47.016824,134
2552,37,2023-09-21 10:15:47.016824,225
2553,9,2023-09-21 10:15:47.016824,38
2554,5,2023-09-21 10:15:47.016824,66
2555,97,2023-09-21 10:15:47.016824,205
2556,79,2023-09-21 10:15:47.016824,124
2557,72,2023-09-21 10:15:47.016824,77
2558,40,2023-09-21 10:15:47.016824,50
2559,59,2023-09-21 10:15:47.016824,74
2560,78,2023-09-21 10:15:47.016824,295
2561,32,2023-09-21 10:15:47.016824,240
2562,72,2023-09-21 10:15:47.016824,47
2563,15,2023-09-21 10:15:47.016824,143
2564,47,2023-09-21 10:15:47.016824,250
2565,72,2023-09-21 10:15:47.016824,42
2566,66,2023-09-21 10:15:47.016824,270
2567,95,2023-09-21 10:15:47.016824,229
2568,99,2023-09-21 10:15:47.016824,262
2569,71,2023-09-21 10:15:47.016824,271
2570,60,2023-09-21 10:15:47.016824,133
2571,6,2023-09-21 10:15:47.016824,60
2572,27,2023-09-21 10:15:47.016824,67
2573,22,2023-09-21 10:15:47.016824,175
2574,6,2023-09-21 10:15:47.016824,125
2575,92,2023-09-21 10:15:47.016824,44
2576,12,2023-09-21 10:15:47.016824,155
2577,6,2023-09-21 10:15:47.016824,293
2578,45,2023-09-21 10:15:47.016824,265
2579,35,2023-09-21 10:15:47.016824,243
2580,90,2023-09-21 10:15:47.016824,148
2581,2,2023-09-21 10:15:47.016824,300
2582,70,2023-09-21 10:15:47.016824,282
2583,86,2023-09-21 10:15:47.016824,292
2584,56,2023-09-21 10:15:47.016824,166
2585,64,2023-09-21 10:15:47.016824,182
2586,51,2023-09-21 10:15:47.016824,151
2587,58,2023-09-21 10:15:47.016824,118
2588,85,2023-09-21 10:15:47.016824,146
2589,5,2023-09-21 10:15:47.016824,135
2590,36,2023-09-21 10:15:47.016824,255
2591,4,2023-09-21 10:15:47.016824,239
2592,42,2023-09-21 10:15:47.016824,188
2593,100,2023-09-21 10:15:47.016824,71
2594,93,2023-09-21 10:15:47.016824,98
2595,93,2023-09-21 10:15:47.016824,271
2596,40,2023-09-21 10:15:47.016824,112
2597,16,2023-09-21 10:15:47.016824,123
2598,78,2023-09-21 10:15:47.016824,157
2599,65,2023-09-21 10:15:47.016824,51
2600,57,2023-09-21 10:15:47.016824,138
2601,9,2023-09-21 10:15:47.016824,55
2602,90,2023-09-21 10:15:47.016824,95
2603,14,2023-09-21 10:15:47.016824,207
2604,34,2023-09-21 10:15:47.016824,64
2605,16,2023-09-21 10:15:47.016824,107
2606,53,2023-09-21 10:15:47.016824,63
2607,68,2023-09-21 10:15:47.016824,300
2608,2,2023-09-21 10:15:47.016824,233
2609,6,2023-09-21 10:15:47.016824,284
2610,59,2023-09-21 10:15:47.016824,114
2611,89,2023-09-21 10:15:47.016824,286
2612,37,2023-09-21 10:15:47.016824,116
2613,46,2023-09-21 10:15:47.016824,257
2614,49,2023-09-21 10:15:47.016824,286
2615,96,2023-09-21 10:15:47.016824,154
2616,10,2023-09-21 10:15:47.016824,132
2617,7,2023-09-21 10:15:47.016824,62
2618,87,2023-09-21 10:15:47.016824,89
2619,76,2023-09-21 10:15:47.016824,218
2620,88,2023-09-21 10:15:47.016824,32
2621,90,2023-09-21 10:15:47.016824,135
2622,48,2023-09-21 10:15:47.016824,135
2623,99,2023-09-21 10:15:47.016824,91
2624,17,2023-09-21 10:15:47.016824,100
2625,37,2023-09-21 10:15:47.016824,244
2626,73,2023-09-21 10:15:47.016824,280
2627,83,2023-09-21 10:15:47.016824,227
2628,51,2023-09-21 10:15:47.016824,278
2629,30,2023-09-21 10:15:47.016824,37
2630,56,2023-09-21 10:15:47.016824,259
2631,6,2023-08-23 10:15:47.017009,209
2632,64,2023-08-23 10:15:47.017009,116
2633,90,2023-08-23 10:15:47.017009,39
2634,3,2023-08-23 10:15:47.017009,80
2635,57,2023-08-23 10:15:47.017009,165
2636,86,2023-08-23 10:15:47.017009,65
2637,84,2023-08-23 10:15:47.017009,176
2638,24,2023-08-23 10:15:47.017009,149
2639,30,2023-08-23 10:15:47.017009,111
2640,48,2023-08-23 10:15:47.017009,133
2641,21,2023-08-23 10:15:47.017009,36
2642,4,2023-08-23 10:15:47.017009,256
2643,59,2023-08-23 10:15:47.017009,151
2644,89,2023-08-23 10:15:47.017009,286
2645,65,2023-08-23 10:15:47.017009,167
2646,34,2023-08-23 10:15:47.017009,50
2647,40,2023-08-23 10:15:47.017009,296
2648,76,2023-08-23 10:15:47.017009,209
2649,17,2023-08-23 10:15:47.017009,152
2650,17,2023-08-23 10:15:47.017009,125
2651,56,2023-08-23 10:15:47.017009,231
2652,45,2023-08-23 10:15:47.017009,190
2653,23,2023-08-23 10:15:47.017009,297
2654,82,2023-08-23 10:15:47.017009,151
2655,97,2023-08-23 10:15:47.017009,124
2656,4,2023-08-23 10:15:47.017009,124
2657,58,2023-08-23 10:15:47.017009,58
2658,69,2023-08-23 10:15:47.017009,125
2659,73,2023-08-23 10:15:47.017009,142
2660,63,2023-08-23 10:15:47.017009,181
2661,82,2023-08-23 10:15:47.017009,296
2662,18,2023-08-23 10:15:47.017009,297
2663,52,2023-08-23 10:15:47.017009,171
2664,84,2023-08-23 10:15:47.017009,59
2665,68,2023-08-23 10:15:47.017009,292
2666,85,2023-08-23 10:15:47.017009,32
2667,82,2023-08-23 10:15:47.017009,36
2668,30,2023-08-23 10:15:47.017009,97
2669,65,2023-08-23 10:15:47.017009,125
2670,50,2023-08-23 10:15:47.017009,292
2671,76,2023-08-23 10:15:47.017009,184
2672,45,2023-08-23 10:15:47.017009,234
2673,95,2023-08-23 10:15:47.017009,257
2674,21,2023-08-23 10:15:47.017009,171
2675,39,2023-08-23 10:15:47.017009,43
2676,99,2023-08-23 10:15:47.017009,232
2677,6,2023-08-23 10:15:47.017009,165
2678,33,2023-08-23 10:15:47.017009,36
2679,90,2023-08-23 10:15:47.017009,247
2680,74,2023-08-23 10:15:47.017009,62
2681,72,2023-08-23 10:15:47.017009,174
2682,55,2023-08-23 10:15:47.017009,43
2683,58,2023-08-23 10:15:47.017009,158
2684,92,2023-08-23 10:15:47.017009,229
2685,42,2023-08-23 10:15:47.017009,136
2686,43,2023-08-23 10:15:47.017009,285
2687,21,2023-08-23 10:15:47.017009,232
2688,25,2023-08-23 10:15:47.017009,296
2689,70,2023-08-23 10:15:47.017009,207
2690,20,2023-08-23 10:15:47.017009,185
2691,5,2023-08-23 10:15:47.017009,35
2692,89,2023-08-23 10:15:47.017009,214
2693,5,2023-08-23 10:15:47.017009,112
2694,31,2023-08-23 10:15:47.017009,105
2695,70,2023-08-23 10:15:47.017009,280
2696,76,2023-08-23 10:15:47.017009,94
2697,9,2023-08-23 10:15:47.017009,148
2698,16,2023-08-23 10:15:47.017009,296
2699,95,2023-08-23 10:15:47.017009,159
2700,38,2023-08-23 10:15:47.017009,95
2701,52,2023-08-23 10:15:47.017009,260
2702,91,2023-08-23 10:15:47.017009,299
2703,53,2023-07-27 10:15:47.017164,220
2704,3,2023-07-27 10:15:47.017164,269
2705,57,2023-07-27 10:15:47.017164,120
2706,22,2023-07-27 10:15:47.017164,193
2707,12,2023-07-27 10:15:47.017164,199
2708,30,2023-07-27 10:15:47.017164,66
2709,81,2023-07-27 10:15:47.017164,45
2710,4,2023-07-27 10:15:47.017164,93
2711,70,2023-07-27 10:15:47.017164,191
2712,70,2023-07-27 10:15:47.017164,106
2713,27,2023-07-27 10:15:47.017164,35
2714,70,2023-07-27 10:15:47.017164,74
2715,38,2023-07-27 10:15:47.017164,151
2716,81,2023-07-27 10:15:47.017164,191
2717,26,2023-07-27 10:15:47.017164,50
2718,79,2023-07-27 10:15:47.017164,154
2719,44,2023-07-27 10:15:47.017164,215
2720,64,2023-07-27 10:15:47.017164,94
2721,4,2023-07-27 10:15:47.017164,57
2722,55,2023-07-27 10:15:47.017164,215
2723,72,2023-07-27 10:15:47.017164,30
2724,78,2023-07-27 10:15:47.017164,63
2725,32,2023-07-27 10:15:47.017164,144
2726,29,2023-07-27 10:15:47.017164,275
2727,37,2023-07-27 10:15:47.017164,92
2728,88,2023-07-27 10:15:47.017164,205
2729,18,2023-07-27 10:15:47.017164,201
2730,76,2023-07-27 10:15:47.017164,40
2731,64,2023-07-27 10:15:47.017164,154
2732,100,2023-07-27 10:15:47.017164,100
2733,49,2023-07-27 10:15:47.017164,193
2734,62,2023-07-27 10:15:47.017164,291
2735,96,2023-07-27 10:15:47.017164,207
2736,98,2023-07-27 10:15:47.017164,256
2737,15,2023-07-27 10:15:47.017164,198
2738,99,2023-07-27 10:15:47.017164,240
2739,19,2023-08-24 10:15:47.017247,200
2740,28,2023-08-24 10:15:47.017247,283
2741,15,2023-08-24 10:15:47.017247,277
2742,39,2023-08-24 10:15:47.017247,270
2743,21,2023-08-24 10:15:47.017247,182
2744,34,2023-08-24 10:15:47.017247,89
2745,51,2023-08-24 10:15:47.017247,266
2746,78,2023-08-24 10:15:47.017247,251
2747,16,2023-08-24 10:15:47.017247,278
2748,98,2023-08-24 10:15:47.017247,272
2749,90,2023-08-24 10:15:47.017247,202
2750,78,2023-08-24 10:15:47.017247,189
2751,99,2023-08-24 10:15:47.017247,259
2752,66,2023-08-24 10:15:47.017247,70
2753,96,2023-08-24 10:15:47.017247,39
2754,39,2023-08-24 10:15:47.017247,43
2755,70,2023-08-24 10:15:47.017247,207
2756,54,2023-08-24 10:15:47.017247,85
2757,45,2023-08-24 10:15:47.017247,282
2758,15,2023-08-24 10:15:47.017247,134
2759,66,2023-08-24 10:15:47.017247,254
2760,79,2023-08-24 10:15:47.017247,51
2761,99,2023-08-24 10:15:47.017247,295
2762,24,2023-08-24 10:15:47.017247,56
2763,53,2023-08-24 10:15:47.017247,45
2764,88,2023-08-24 10:15:47.017247,236
2765,40,2023-08-24 10:15:47.017247,145
2766,70,2023-08-24 10:15:47.017247,188
2767,86,2023-08-24 10:15:47.017247,118
2768,16,2023-08-24 10:15:47.017247,244
2769,9,2023-08-24 10:15:47.017247,262
2770,85,2023-08-24 10:15:47.017247,196
2771,29,2023-08-24 10:15:47.017247,79
2772,34,2023-08-24 10:15:47.017247,283
2773,1,2023-08-24 10:15:47.017247,54
2774,99,2023-08-24 10:15:47.017247,167
2775,52,2023-08-24 10:15:47.017247,128
2776,32,2023-08-24 10:15:47.017247,80
2777,43,2023-08-24 10:15:47.017247,162
2778,49,2023-08-24 10:15:47.017247,279
2779,36,2023-08-24 10:15:47.017247,296
2780,76,2023-08-24 10:15:47.017247,58
