order_id,product_id,customer_id,quantity,order_date,total_amount
792,53,27,1,2023-3-9,1946
793,16,4,2,2023-7-6,1130
794,21,26,1,2023-11-12,1479
795,97,24,5,2023-9-21,96
796,60,47,5,2023-12-17,59
797,50,17,5,2023-3-22,2024
798,7,40,3,2023-4-17,454
799,35,14,4,2023-11-20,635
800,17,32,2,2023-7-15,218
801,79,24,3,2023-7-15,1259
802,13,7,2,2023-12-15,1926
803,10,12,4,2023-3-26,472
804,41,38,2,2023-10-19,2183
805,95,3,1,2023-8-11,119
806,81,47,3,2023-11-28,177
807,57,45,5,2023-12-1,2133
808,32,47,5,2023-3-25,2477
809,59,35,4,2023-4-14,714
810,14,47,2,2023-10-14,2467
811,79,34,4,2023-6-17,1563
812,30,19,5,2023-9-20,1672
813,78,28,4,2023-12-7,443
814,22,15,3,2023-7-1,896
815,21,3,5,2023-8-22,153
816,89,10,2,2023-8-12,2008
817,14,44,5,2023-1-7,2162
818,14,19,3,2023-12-3,171
819,89,24,1,2023-10-23,2278
820,85,29,1,2023-7-28,2112
821,16,41,3,2023-11-23,344
822,67,27,4,2023-7-12,1289
823,11,41,1,2023-6-28,446
824,58,1,5,2023-11-6,301
825,68,46,1,2023-3-14,403
826,71,22,3,2023-9-12,479
827,90,43,4,2023-2-22,1598
828,25,44,2,2023-6-2,1935
829,66,34,5,2023-1-14,1186
830,77,17,3,2023-6-8,1407
831,21,42,3,2023-9-16,798
832,33,36,4,2023-5-9,112
833,88,29,3,2023-8-25,1774
834,17,40,5,2023-9-28,767
835,60,42,4,2023-2-9,406
836,36,37,2,2023-6-4,1574
837,33,33,1,2023-8-23,40
838,96,14,4,2023-11-7,871
839,16,48,1,2023-4-27,2258
840,86,22,2,2023-4-26,1994
841,44,48,1,2023-2-7,1825
842,73,45,3,2023-1-15,918
843,90,9,3,2023-9-18,275
844,38,1,1,2023-1-8,1928
845,45,42,2,2023-5-10,1547
846,24,26,5,2023-9-13,1564
847,49,30,2,2023-5-4,678
848,25,30,2,2023-7-8,762
849,56,48,1,2023-2-1,374
850,94,38,4,2023-1-16,2137
851,95,34,4,2023-10-13,790
852,15,29,5,2023-5-15,2490
853,23,28,4,2023-5-14,1824
854,58,11,3,2023-11-21,659
855,16,31,3,2023-10-16,2408
856,57,1,3,2023-4-20,1796
857,14,42,4,2023-12-3,2422
858,36,6,4,2023-6-11,215
859,72,15,5,2023-4-8,770
860,71,25,4,2023-8-16,936
861,11,26,5,2023-8-21,1561
862,21,48,1,2023-10-6,1622
863,7,37,1,2023-3-25,299
864,77,11,3,2023-5-9,1603
865,88,14,2,2023-6-11,788
866,91,47,3,2023-4-8,1341
867,45,29,4,2023-1-7,542
868,5,33,3,2023-12-22,2303
869,98,29,4,2023-11-19,816
870,69,8,3,2023-7-14,2066
871,95,50,3,2023-2-3,657
872,10,40,2,2023-6-13,200
873,76,42,1,2023-9-3,437
874,51,5,5,2023-4-28,1545
875,74,25,5,2023-10-19,1822
876,88,18,4,2023-6-3,1972
877,100,34,5,2023-1-8,1143
878,84,30,2,2023-11-13,2479
879,77,43,5,2023-8-19,2283
880,93,49,3,2023-7-19,210
881,7,45,1,2023-12-12,539
882,6,33,3,2023-6-16,1973
883,8,31,5,2023-5-18,1079
884,10,13,2,2023-6-20,242
885,64,10,1,2023-3-21,1818
886,80,38,3,2023-2-14,405
887,78,29,3,2023-10-27,408
888,31,14,2,2023-3-16,1979
889,86,9,4,2023-3-7,187
890,31,49,3,2023-4-21,933
891,5,24,3,2023-7-16,1249
892,10,2,5,2023-10-12,1857
893,57,16,1,2023-11-22,401
894,95,9,2,2023-5-28,2061
895,15,31,4,2023-12-7,946
896,12,28,4,2023-11-23,1835
897,30,32,1,2023-3-25,869
898,83,15,2,2023-4-6,1808
899,39,10,1,2023-3-9,2305
900,67,36,3,2023-6-12,1744
901,86,19,2,2023-2-6,335
902,95,15,2,2023-11-11,2339
903,79,29,4,2023-4-17,67
904,35,35,4,2023-1-7,1617
905,60,23,1,2023-8-4,1230
906,20,40,5,2023-7-16,819
907,30,32,2,2023-6-3,1375
908,28,33,4,2023-5-15,2371
909,62,19,5,2023-5-25,663
910,68,24,4,2023-4-15,351
911,12,23,1,2023-5-19,323
912,62,44,3,2023-4-25,119
913,65,27,2,2023-9-23,1083
914,19,23,3,2023-5-2,2403
915,83,1,3,2023-4-22,2232
916,49,43,5,2023-7-18,99
917,49,8,5,2023-9-25,879
918,18,42,1,2023-6-7,1352
919,85,18,1,2023-9-11,2257
920,3,9,4,2023-12-4,2018
921,47,11,1,2023-7-7,1051
922,88,10,5,2023-5-28,937
923,51,35,5,2023-2-19,1347
924,44,5,5,2023-9-22,1123
925,33,21,3,2023-12-7,1474
926,60,10,1,2023-12-27,176
927,41,25,1,2023-8-16,1972
928,77,17,1,2023-2-17,373
929,54,28,1,2023-9-13,2132
930,19,32,4,2023-5-13,498
931,61,32,4,2023-11-11,97
932,48,49,3,2023-2-1,928
933,92,11,2,2023-7-9,617
934,98,48,3,2023-6-1,1131
935,89,20,2,2023-8-22,1573
936,96,35,2,2023-11-5,2073
937,50,10,5,2023-8-12,1609
938,26,42,2,2023-8-18,1581
939,33,26,1,2023-10-17,1190
940,63,24,2,2023-1-25,828
941,19,33,5,2023-7-13,1111
942,15,9,2,2023-9-23,1196
943,82,35,5,2023-2-16,2046
944,16,9,1,2023-4-8,2113
945,69,10,3,2023-11-1,1560
946,39,28,2,2023-8-1,2481
947,76,14,3,2023-6-17,1732
948,3,8,1,2023-2-15,1299
949,93,49,1,2023-12-9,2076
950,30,25,3,2023-12-26,1948
951,76,44,1,2023-12-19,1751
952,40,50,4,2023-3-8,1951
953,98,31,5,2023-2-2,240
954,32,41,1,2023-7-4,329
955,45,7,5,2023-4-18,1293
956,96,25,4,2023-12-19,2197
957,27,26,3,2023-7-11,497
958,82,24,5,2023-8-22,275
959,52,40,2,2023-8-26,1978
960,20,2,2,2023-8-28,782
961,58,6,1,2023-8-23,1575
962,45,1,5,2023-9-18,2357
963,20,43,5,2023-4-21,1657
964,42,1,5,2023-11-20,1162
965,73,4,5,2023-11-4,1754
966,64,8,5,2023-8-18,1245
967,90,13,5,2023-3-24,1349
968,48,5,4,2023-9-26,2019
969,35,40,1,2023-6-2,2148
970,47,24,3,2023-8-15,2098
971,8,24,2,2023-5-8,1190
972,79,40,4,2023-2-25,431
973,14,13,5,2023-11-23,945
974,96,34,2,2023-3-1,1717
975,7,11,2,2023-6-11,598
976,74,21,1,2023-5-17,2205
977,68,5,1,2023-11-22,573
978,78,40,5,2023-1-23,508
979,56,44,5,2023-10-10,618
980,14,37,4,2023-2-27,472
981,92,40,3,2023-4-8,1643
982,83,26,3,2023-10-22,1065
983,2,3,1,2023-2-2,2089
984,10,15,2,2023-4-8,2444
985,21,30,3,2023-8-17,791
986,64,18,3,2023-2-10,357
987,3,9,1,2023-9-12,2379
988,14,41,2,2023-3-6,2002
989,26,48,3,2023-1-15,2248
990,60,29,1,2023-2-16,485
991,92,22,2,2023-10-26,2420
992,45,28,3,2023-3-6,1018
993,68,25,4,2023-11-3,2285
994,87,21,3,2023-5-25,143
995,83,49,3,2023-2-28,2471
996,60,20,5,2023-4-15,2092
997,72,45,1,2023-3-22,2385
998,85,41,1,2023-6-3,1110
999,81,30,1,2023-10-8,1027
1000,78,20,1,2023-7-19,1361
